채용글번호,지원금/보험,급여제도,선물,교육/생활,근무 환경,조직문화,출퇴근,리프레시
42803693,"본인학자금, 통신비 지원, 자녀학자금","퇴직연금, 휴일(특근)수당, 4대 보험",명절선물/귀향비,"워크샵, 도서구입비지원, 자격증취득지원, 교육비 지원, 사내동호회 운영",,,,"연차, 여름휴가, 반차, 근로자의 날 휴무, 육아휴직, 남성출산휴가"
42804418,"각종 경조사 지원, 업무활동비 지급, 선택적복리후생","상여금, 우수사원포상, 스톡옵션, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 웰컴키트 지급, 생일자 조기퇴근, 장기근속 선물","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 간식 제공, 음료제공(차, 커피), 신규입사자 멘토 제도","회의실, 스마트기기, 노트북, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 문화 회식","주차장제공, 탄력근무제, 주 40시간제 시행","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무"
42863447,각종 경조사 지원,"퇴직금, 4대 보험",생일선물/파티,"워크샵, 신입사원교육(OJT)","휴게실, 회의실, 카페테리아",자유복장,"주차장제공, 주차비지원","연차, 경조휴가제"
42698275,"각종 경조사 지원, 체력단련실운영","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 장기근속 선물","우수사원시상식, 워크샵, 신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피), 해외 워크샵","휴게실, 회의실, 사내 정원, 유니폼지급, 노트북, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 자유복장, 자유로운 연차사용",주택자금 융자,"연차, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 포상휴가"
42863191,,"퇴직금, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 크리스마스 선물","간식 제공, 음료제공(차, 커피)",최고 성능 컴퓨터,자유복장,,"연차, 반차"
42863118,"각종 경조사 지원, 체력단련실운영","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 휴일(특근)수당, 4대 보험",장기근속 선물,"우수사원시상식, 워크샵, 신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 아침식사 제공, 간식 제공, 음료제공(차, 커피), 해외 워크샵","휴게실, 회의실, 사내 정원, 유니폼지급, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 자유복장, 자유로운 연차사용",주택자금 융자,"연차, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무"
42785688,"건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 장기근속수당, 4대 보험",명절선물/귀향비,"워크샵, 직무능력향상교육, 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","휴게실, 회의실, 카페테리아, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급",,통근버스 운행,"연차, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 육아휴직, 휴양시설 제공"
42862893,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 문화생활비, 선택적복리후생, 자녀학자금","인센티브제, 장기근속자 포상, 퇴직금, 성과급, 야근수당, 휴일(특근)수당, 연차수당, 직책수당, 장기근속수당, 가족수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 멘토링제도, 외국어 교육 지원, 사이버연수원운영, 교육비 지원, 자기계발비 지원, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 해외주재원 제도, 우리사주제도","휴게실, 회의실, 공기청정기, 전용 사옥, 유니폼지급, 노트북, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용","기숙사 운영, 차량유류비지급, 통근버스 운행, 주택자금 융자, 주차장제공, 회사차량 있음","연차, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42862827,,4대 보험,,간식 제공,,"회식강요 안함, 자유복장, 자유로운 연차사용",,
42862537,,"상여금, 4대 보험",,"식비 지원, 음료제공(차, 커피)","사내 정원, 자회사 제품할인, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유로운 연차사용, 칼퇴근 보장",주 52시간제 준수,"연차, 반차, 근로자의 날 휴무"
42822502,,"인센티브제, 스톡옵션, 퇴직금, 성과급, 4대 보험",명절선물/귀향비,"직무능력향상교육, 간식 제공","휴게실, 노트북, 사무용품 지급","회식강요 안함, 자유복장, 자유로운 연차사용",,
42594372,,"인센티브제, 스톡옵션, 퇴직금, 성과급, 4대 보험",,,,,,
42862407,"건강검진, 직원대출제도","퇴직금, 성과급",,"도서구입비지원, 교육비 지원, 자기계발비 지원",,,야간교통비지급,"연차, 반차, 근로자의 날 휴무, 포상휴가"
42862373,"건강검진, 각종 경조사 지원","인센티브제, 퇴직금, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","사내동호회 운영, 식비 지원",수유실,자유복장,,
42862194,각종 경조사 지원,"퇴직연금, 인센티브제, 우수사원포상, 퇴직금, 직책수당, 4대 보험",명절선물/귀향비,"도서구입비지원, 구내식당(사원식당), 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","사내 어린이집 운영, 회의실, 공기청정기, 카페테리아, 노트북, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장",주차장제공,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직"
42861983,,,,"신입사원교육(OJT), 직무능력향상교육",,,,"산전 후 휴가, 육아휴직"
42844956,"건강검진, 의료비지원(본인), 각종 경조사 지원","퇴직금, 휴일(특근)수당, 4대 보험",,식비 지원,,,차량유류비지급,
42861530,"의료비지원(본인), 각종 경조사 지원, 통신비 지원","퇴직연금, 인센티브제, 휴일(특근)수당, 장기근속수당, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 자격증취득지원, 교육비 지원, 점심식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","회의실, 공기청정기, 카페테리아, 게임기, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급, 안마실/안마의자",회식강요 안함,회사차량 있음,"연차, 반차, 근로자의 날 휴무"
42836402,,4대 보험,,,"휴게실, 회의실","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 칼퇴근 보장",재택근무,"연차, 반차"
42644353,건강검진,"퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 장기근속수당, 4대 보험",명절선물/귀향비,"창립일행사, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 자격증취득지원, 자기계발비 지원, 저녁식사 제공, 간식 제공, 음료제공(차, 커피)","휴게실, 공기청정기, 게임기",,,"연차, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 포상휴가, 육아휴직"
42860969,"건강검진, 각종 경조사 지원, 헬스비 지급","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 도서구입비지원, 저녁식사 제공, 식비 지원","회의실, 사무용품 지급",자유복장,,"연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가"
42860942,선택적복리후생,"상여금, 성과급, 휴일(특근)수당",명절선물/귀향비,"워크샵, 저녁식사 제공, 사우회(경조사회), 음료제공(차, 커피)","휴게실, 회의실","자유로운 연차사용, 문화 회식",주차장제공,"연차, 휴양시설 제공"
42858269,"의료비지원(본인), 각종 경조사 지원, 통신비 지원","퇴직연금, 인센티브제, 휴일(특근)수당, 장기근속수당, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 자격증취득지원, 교육비 지원, 점심식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","회의실, 공기청정기, 카페테리아, 게임기, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급, 안마실/안마의자",회식강요 안함,회사차량 있음,"연차, 반차, 근로자의 날 휴무"
42860836,단체 상해보험,"퇴직연금, 인센티브제, 4대 보험",명절선물/귀향비,"워크샵, 교육비 지원, 자기계발비 지원, 저녁식사 제공",노트북,"회식강요 안함, 자유복장",차량유류비지급,연차
42860796,각종 경조사 지원,4대 보험,,저녁식사 제공,,,,경조휴가제
42704615,각종 경조사 지원,"퇴직연금, 우수사원포상, 야근수당, 휴일(특근)수당, 직책수당, 자격증수당, 4대 보험","명절선물/귀향비, 웰컴키트 지급, 생일자 조기퇴근","우수사원시상식, 워크샵, 신입사원교육(OJT), 교육비 지원, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 장애인 전용주차장, 유니폼지급, 노트북, 사원증, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용","회사차량 있음, 출퇴근 교통비 지원","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가"
42860713,"각종 경조사 지원, 단체 상해보험","퇴직연금, 장기근속자 포상, 4대 보험",명절선물/귀향비,간식 제공,,,주차비지원,근로자의 날 휴무
42860500,,"인센티브제, 상여금",명절선물/귀향비,"신입사원교육(OJT), 도서구입비지원","휴게실, 회의실",,,
42860468,,"퇴직연금, 스톡옵션, 4대 보험",명절선물/귀향비,"점심식사 제공, 음료제공(차, 커피)",,"회식강요 안함, 야근강요 안함, 자유복장",,"연차, 반차, 근로자의 날 휴무"
42860438,,"퇴직연금, 스톡옵션, 4대 보험",명절선물/귀향비,"신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 음료제공(차, 커피)",,"회식강요 안함, 야근강요 안함, 자유복장",,"연차, 반차, 근로자의 날 휴무"
42859912,"건강검진, 금연수당, 각종 경조사 지원, 업무활동비 지급, 통신비 지원, 선택적복리후생","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 멘토링제도, 자격증취득지원, 교육비 지원, 자기계발비 지원, 구내식당(사원식당), 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 전용 사옥, 비상경보장치, 노트북, 사무용품 지급","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장",야간교통비지급,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가"
42859741,,"퇴직연금, 퇴직금, 4대 보험",,,,,,
42859599,,4대 보험,,,,,,
42819198,각종 경조사 지원,"퇴직연금, 4대 보험",생일선물/파티,"워크샵, 음료제공(차, 커피)","휴게실, 공기청정기",자유복장,,경조휴가제
42858622,,"스톡옵션, 퇴직금, 4대 보험",,,,,,연차
42784755,"건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 연차수당, 4대 보험",,창립일행사,"회의실, 노트북, 사원증, 사무용품 지급",,,"연차, 경조휴가제, 반차, 근로자의 날 휴무"
42611059,건강검진,"우수사원포상, 퇴직금, 4대 보험",생일선물/파티,"우수사원시상식, 워크샵, 도서구입비지원, 음료제공(차, 커피)","회의실, 카페테리아, 노트북, 사무용품 지급",자유복장,,"연차, 여름휴가"
42858088,,"퇴직연금, 우수사원포상, 야근수당, 연차수당, 4대 보험",,"워크샵, 신입사원교육(OJT), 식비 지원, 음료제공(차, 커피)",회의실,자유복장,,"연차, 반차"
42857756,,,,"우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육",,,,"연차, 여름휴가, 경조휴가제, 휴가비지원, 포상휴가"
42857722,건강검진,"인센티브제, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 성과급, 자격증수당, 4대 보험",생일자 조기퇴근,"창립일행사, 워크샵, 도서구입비지원, 자격증취득지원, 교육비 지원, 간식 제공, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 노트북, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용","탄력근무제, 자율 근무제","연차, 반차, 창립일휴무"
